ethanol,ammonia,h2s,shelf_life_hours
47.159792484672536,3.0521355412808178,20.524404793365086,25.783468970187787
34.68090287368976,30.785355668343442,3.3009574004722797,35.86297700132491
112.47006694066079,22.554852959566894,4.279679327470648,29.768332959033295
35.056979720873684,8.465992367161709,0.610348346511306,60.67796811842568
116.31478293998225,48.9214745199875,20.30367628686555,3.801541618515752
136.90990687247285,2.042598990055719,4.625297604795709,38.144837530008836
46.9157864325658,23.376104909768262,0.9527546414940398,43.03025488899747
70.95192243125321,12.60187367100221,7.002092861263983,33.01941053512556
7.330415018000158,23.96744353413496,0.6771994768512855,49.113034890657474
87.8196349528219,67.4402405457416,17.254072466436995,0.0
1.5574546396695532,18.674365117169263,2.568976264465113,57.11941372426252
41.7912963955258,78.49452577680304,5.395690267554988,28.182035766524336
58.30387578101865,24.79992522537128,8.80015834243912,21.221482280154085
83.9203431271918,5.322932140107642,22.184735734995932,14.15379764697451
5.908241381082813,13.941531190560408,1.71595099511506,56.00393754676114
17.065932297502606,9.358139115321345,0.9444711980945133,60.33173729163618
24.102052905604125,21.772264250666666,1.5656785146885435,48.63947797016971
1.063470542519357,29.929899965145527,23.110623822177974,30.64364060392351
37.8888280187579,11.152857678129694,15.328692013353123,23.606239503635305
52.345902172115444,16.487254277191298,13.786555123460479,25.563230624439825
6.857424407637158,72.59565866561603,4.741823833918885,36.43668066166442
22.343709760021945,50.06500703741355,1.0288028498015347,48.68171761721118
30.792504902610823,73.1876881576204,25.57383143704104,14.94153053980531
6.9198792984062285,23.7235032821065,6.365040914378462,39.55733631132934
71.37366879819106,24.447399694653164,1.3831531591573372,39.91419362029568
8.694762460974365,11.09487102449322,2.2917185371601745,58.10585035389054
31.148329178174137,20.483653718044277,10.113149798843686,35.43131481617143
16.51423337510422,5.079000959105223,4.105548437559695,56.88843837766553
21.26067522346167,4.146948116563387,2.652353629563211,58.03996717846509
28.415430166773582,16.170141508727422,29.82557411092325,26.16150557214869
38.64047866451687,6.0581432561580355,1.0497996142183226,53.35169100085153
31.28409561306763,17.081915260559743,4.281914695317868,45.00589718279174
46.625197654869126,14.426936065794136,28.575914504099497,19.589938008050137
5.094655043646839,18.830335968471932,3.7494441497025983,52.07697345155473
11.103793534666028,11.450365607898647,13.724816511146855,36.954787864662435
39.377454292938964,25.70000049294563,2.717926145899207,44.916019004288884
39.99580426865947,65.88486877683583,2.638024738302124,38.25250540325559
42.1906431829153,22.120077024004896,4.606148652418275,39.78874341741618
2.2871016906256427,65.26658902258467,1.9337098567305437,43.254961930403645
38.99226975755718,55.245658878581466,3.3705775870995556,33.271315289239176
28.24205666313082,15.842743585577773,3.247691650716715,49.17944376265575
128.9864621035539,14.884334163722338,5.176497656392395,35.71788766909058
1.9489660330565206,8.51908723372218,29.7601203040523,40.262076233072854
26.680127336343922,23.398878843215083,1.4024872841171172,50.049811350281345
47.03922602515539,4.640101598885829,6.919996900848425,47.309119911904205
85.23088842091784,12.633383024428586,22.744281391521184,13.51253877172598
